venue,year,identifier,heading,title,authors,page_range,length,electronic_edition,comment
FSE,2014,conf/sigsoft/fse2014,Concurrency and Parallelism,Sherlock: scalable deadlock detection for concurrent programs.,Mahdi Eslamimehr; Jens Palsberg,353-365,13,https://doi.org/10.1145/2635868.2635918,
FSE,2014,conf/sigsoft/fse2014,Self Adaptation and Repair / Program Analysis Applications,Search-based synthesis of equivalent method sequences.,Alberto Goffi; Alessandra Gorla; Andrea Mattavelli; Mauro Pezzè; Paolo Tonella,366-376,11,https://doi.org/10.1145/2635868.2635888,
FSE,2014,conf/sigsoft/fse2014,Self Adaptation and Repair / Program Analysis Applications,Beyond the rainbow: self-adaptive failure avoidance in configurable systems.,Jacob Swanson; Myra B. Cohen; Matthew B. Dwyer; Brady J. Garvin; Justin Firestone,377-388,12,https://doi.org/10.1145/2635868.2635915,
FSE,2014,conf/sigsoft/fse2014,Self Adaptation and Repair / Program Analysis Applications,Semantics-based obfuscation-resilient binary code similarity comparison with applications to software plagiarism detection.,Lannan Luo; Jiang Ming; Dinghao Wu; Peng Liu; Sencun Zhu,389-400,12,https://doi.org/10.1145/2635868.2635900,
FSE,2014,conf/sigsoft/fse2014,Self Adaptation and Repair / Program Analysis Applications,Focus-shifting patterns of OSS developers and their congruence with call graphs.,Qi Xuan; Aaron Okano; Premkumar T. Devanbu; Vladimir Filkov,401-412,12,https://doi.org/10.1145/2635868.2635914,
FSE,2014,conf/sigsoft/fse2014,Symbolic Execution,How we get there: a context-guided search strategy in concolic testing.,Hyunmin Seo; Sunghun Kim,413-424,12,https://doi.org/10.1145/2635868.2635872,
FSE,2014,conf/sigsoft/fse2014,Symbolic Execution,Solving complex path conditions through heuristic search on induced polytopes.,Peter Dinges; Gul A. Agha,425-436,12,https://doi.org/10.1145/2635868.2635889,
FSE,2014,conf/sigsoft/fse2014,Symbolic Execution,Statistical symbolic execution with informed sampling.,Antonio Filieri; Corina S. Pasareanu; Willem Visser; Jaco Geldenhuys,437-448,12,https://doi.org/10.1145/2635868.2635899,
FSE,2014,conf/sigsoft/fse2014,Symbolic Execution,SymJS: automatic symbolic testing of JavaScript web applications.,Guodong Li; Esben Andreasen; Indradeep Ghosh,449-459,11,https://doi.org/10.1145/2635868.2635913,
FSE,2014,conf/sigsoft/fse2014,Software Documentation,Selection and presentation practices for code example summarization.,Annie T. T. Ying; Martin P. Robillard,460-471,12,https://doi.org/10.1145/2635868.2635877,
FSE,2014,conf/sigsoft/fse2014,Software Documentation,Mining idioms from source code.,Miltiadis Allamanis; Charles A. Sutton,472-483,12,https://doi.org/10.1145/2635868.2635901,
FSE,2014,conf/sigsoft/fse2014,Software Documentation,Automatic generation of release notes.,Laura Moreno; Gabriele Bavota; Massimiliano Di Penta; Rocco Oliveto; Andrian Marcus; Gerardo Canfora,484-495,12,https://doi.org/10.1145/2635868.2635870,
FSE,2014,conf/sigsoft/fse2014,Web Apps,Discovering refactoring opportunities in cascading style sheets.,Davood Mazinanian; Nikolaos Tsantalis; Ali Mesbah,496-506,11,https://doi.org/10.1145/2635868.2635879,
FSE,2014,conf/sigsoft/fse2014,Web Apps,SAFEWAPI: web API misuse detector for web applications.,SungGyeong Bae; Hyunghun Cho; Inho Lim; Sukyoung Ryu,507-517,11,https://doi.org/10.1145/2635868.2635916,
FSE,2014,conf/sigsoft/fse2014,Web Apps,Building call graphs for embedded client-side code in dynamic web applications.,Hung Viet Nguyen; Christian Kästner; Tien N. Nguyen,518-529,12,https://doi.org/10.1145/2635868.2635928,
FSE,2014,conf/sigsoft/fse2014,Architecture and Design,Sketches and diagrams in practice.,Sebastian Baltes; Stephan Diehl,530-541,12,https://doi.org/10.1145/2635868.2635891,
FSE,2014,conf/sigsoft/fse2014,Architecture and Design,Architecture challenges for internal software ecosystems: a large-scale industry case study.,Klaus-Benedikt Schultis; Christoph Elsner; Daniel Lohmann,542-552,11,https://doi.org/10.1145/2635868.2635876,
FSE,2014,conf/sigsoft/fse2014,Architecture and Design,Variable-specific resolutions for feature interactions.,Cecylia Bocovich; Joanne M. Atlee,553-563,11,https://doi.org/10.1145/2635868.2635927,
FSE,2014,conf/sigsoft/fse2014,Architecture and Design,An empirical study on program comprehension with reactive programming.,Guido Salvaneschi; Sven Amann; Sebastian Proksch; Mira Mezini,564-575,12,https://doi.org/10.1145/2635868.2635895,
FSE,2014,conf/sigsoft/fse2014,Mobile Apps,Apposcopy: semantics-based detection of Android malware through static analysis.,Yu Feng; Saswat Anand; Isil Dillig; Alex Aiken,576-587,12,https://doi.org/10.1145/2635868.2635869,
FSE,2014,conf/sigsoft/fse2014,Mobile Apps,Detecting energy bugs and hotspots in mobile apps.,Abhijeet Banerjee; Lee Kee Chong; Sudipta Chattopadhyay; Abhik Roychoudhury,588-598,11,https://doi.org/10.1145/2635868.2635871,
FSE,2014,conf/sigsoft/fse2014,Mobile Apps,EvoDroid: segmented evolutionary testing of Android apps.,Riyadh Mahmood; Nariman Mirzaei; Sam Malek,599-609,11,https://doi.org/10.1145/2635868.2635896,
FSE,2014,conf/sigsoft/fse2014,Mobile Apps,Prioritizing the devices to test your app on: a case study of Android game apps.,Hammad Khalid; Meiyappan Nagappan; Emad Shihab; Ahmed E. Hassan,610-620,11,https://doi.org/10.1145/2635868.2635909,
FSE,2014,conf/sigsoft/fse2014,Testing and Oracles,Improving oracle quality by detecting brittle assertions and unused inputs in tests.,Chen Huo; James Clause,621-631,11,https://doi.org/10.1145/2635868.2635917,
FSE,2014,conf/sigsoft/fse2014,Testing and Oracles,On the efficiency of automated testing.,Marcel Böhme; Soumya Paul,632-642,11,https://doi.org/10.1145/2635868.2635923,
FSE,2014,conf/sigsoft/fse2014,Testing and Oracles,An empirical analysis of flaky tests.,Qingzhou Luo; Farah Hariri; Lamyaa Eloussi; Darko Marinov,643-653,11,https://doi.org/10.1145/2635868.2635920,
FSE,2014,conf/sigsoft/fse2014,Testing and Oracles,Are mutants a valid substitute for real faults in software testing?,René Just; Darioush Jalali; Laura Inozemtseva; Michael D. Ernst; Reid Holmes; Gordon Fraser,654-665,12,https://doi.org/10.1145/2635868.2635929,
FSE,2014,conf/sigsoft/fse2014,Evolution and Maintenance,No issue left behind: reducing information overload in issue tracking.,Olga Baysal; Reid Holmes; Michael W. Godfrey,666-677,12,https://doi.org/10.1145/2635868.2635887,
FSE,2014,conf/sigsoft/fse2014,Evolution and Maintenance,Panning requirement nuggets in stream of software maintenance tickets.,Senthil Mani; Karthik Sankaranarayanan; Vibha Singhal Sinha; Premkumar T. Devanbu,678-688,11,https://doi.org/10.1145/2635868.2635897,
FSE,2014,conf/sigsoft/fse2014,Evolution and Maintenance,Learning to rank relevant files for bug reports using domain knowledge.,Xin Ye; Razvan C. Bunescu; Chang Liu,689-699,11,https://doi.org/10.1145/2635868.2635874,
FSE,2014,conf/sigsoft/fse2014,Evolution and Maintenance,Querying sequential software engineering data.,Chengnian Sun; Haidong Zhang; Jian-Guang Lou; Hongyu Zhang; Qiang Wang; Dongmei Zhang; Siau-Cheng Khoo,700-710,11,https://doi.org/10.1145/2635868.2635902,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,"Tsmart-GalsBlock: a toolkit for modeling, validation, and synthesis of multi-clocked embedded systems.",Yu Jiang; Hehua Zhang; Huafeng Zhang; Xinyan Zhao; Han Liu; Chengnian Sun; Xiaoyu Song; Ming Gu; Jia-Guang Sun,711-714,4,https://doi.org/10.1145/2635868.2661664,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,A tool suite for the model-driven software engineering of cyber-physical systems.,Stefan Dziwok; Christopher Gerking; Steffen Becker; Sebastian Thiele; Christian Heinzemann; Uwe Pohlmann,715-718,4,https://doi.org/10.1145/2635868.2661665,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,XMLMate: evolutionary XML test generation.,Nikolas Havrikov; Matthias Höschele; Juan Pablo Galeotti; Andreas Zeller,719-722,4,https://doi.org/10.1145/2635868.2661666,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,CHOReOSynt: enforcing choreography realizability in the future internet.,Marco Autili; Davide Di Ruscio; Amleto Di Salle; Alexander Perucci,723-726,4,https://doi.org/10.1145/2635868.2661667,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,RaPiD: a toolkit for reliability analysis of non-deterministic systems.,Lin Gui; Jun Sun; Yang Liu; Truong Khanh Nguyen; Jin Song Dong,727-730,4,https://doi.org/10.1145/2635868.2661668,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,Aalta: an LTL satisfiability checker over Infinite/Finite traces.,Jianwen Li; Yinbo Yao; Geguang Pu; Lijun Zhang; Jifeng He,731-734,4,https://doi.org/10.1145/2635868.2661669,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,Omen+: a precise dynamic deadlock detector for multithreaded Java libraries.,Malavika Samak; Murali Krishna Ramanathan,735-738,4,https://doi.org/10.1145/2635868.2661670,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,"Archie: a tool for detecting, monitoring, and preserving architecturally significant code.",Mehdi Mirakhorli; Ahmed Fakhry; Artem Grechko; Mateusz Wieloch; Jane Cleland-Huang,739-742,4,https://doi.org/10.1145/2635868.2661671,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,Linking sketches and diagrams to source code artifacts.,Sebastian Baltes; Peter Schmitz; Stephan Diehl,743-746,4,https://doi.org/10.1145/2635868.2661672,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,BumbleBee: a refactoring environment for spreadsheet formulas.,Felienne Hermans; Danny Dig,747-750,4,https://doi.org/10.1145/2635868.2661673,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,RefDistiller: a refactoring aware code review tool for inspecting manual refactoring edits.,Everton L. G. Alves; Myoungkyu Song; Miryung Kim,751-754,4,https://doi.org/10.1145/2635868.2661674,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,Critics: an interactive code review tool for searching and inspecting systematic changes.,Tianyi Zhang; Myoungkyu Song; Miryung Kim,755-758,4,https://doi.org/10.1145/2635868.2661675,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,ConceptCloud: a tagcloud browser for software archives.,Gillian J. Greene; Bernd Fischer,759-762,4,https://doi.org/10.1145/2635868.2661676,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,Titan: a toolset that connects software architecture with quality analysis.,Lu Xiao; Yuanfang Cai; Rick Kazman,763-766,4,https://doi.org/10.1145/2635868.2661677,
FSE,2014,conf/sigsoft/fse2014,Tool Demonstrations,BugLocalizer: integrated tool support for bug localization.,Ferdian Thung; Tien-Duy B. Le; Pavneet Singh Kochhar; David Lo,767-770,4,https://doi.org/10.1145/2635868.2661678,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 1,Diagnose crashing faults on production software.,Rongxin Wu,771-774,4,https://doi.org/10.1145/2635868.2666601,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 2,Integrating approaches for feature implementation.,Benjamin Behringer,775-778,4,https://doi.org/10.1145/2635868.2666605,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 2,Numerical program analysis and testing.,Zheng Gao,779-782,4,https://doi.org/10.1145/2635868.2666603,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 2,Traceability and model checking to support safety requirement verification.,Shuanglong Kan,783-786,4,https://doi.org/10.1145/2635868.2666606,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 2,Dealing with uncertainty in verification of nondeterministic systems.,Yamilet R. Serrano Llerena,787-790,4,https://doi.org/10.1145/2635868.2666598,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 3,Static analysis driven performance and energy testing.,Abhijeet Banerjee,791-794,4,https://doi.org/10.1145/2635868.2666602,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 3,Autonomous compliance monitoring of non-functional properties.,Marc Brünink,795-798,4,https://doi.org/10.1145/2635868.2666599,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 3,"Detecting, isolating, and enforcing dependencies among and within test cases.",Jonathan Bell,799-802,4,https://doi.org/10.1145/2635868.2666597,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 3,Improving the software testing skills of novices during onboarding through social transparency.,Raphael Pham,803-806,4,https://doi.org/10.1145/2635868.2666604,
FSE,2014,conf/sigsoft/fse2014,Technical Presentations 4,Minimizing software conflicts through proactive detection of conflicts and task scheduling.,Bakhtiar Khan Kasi,807-810,4,https://doi.org/10.1145/2635868.2666600,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Detecting and preventing the architectural roots of bugs.,Lu Xiao,811-813,3,https://doi.org/10.1145/2635868.2661679,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Estimating the effectiveness of spectrum-based fault localization.,Shuo Song,814-816,3,https://doi.org/10.1145/2635868.2661680,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Managing lots of models: the FaMine approach.,David Wille,817-819,3,https://doi.org/10.1145/2635868.2661681,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Social network analysis in open source software peer review.,Xin Yang,820-822,3,https://doi.org/10.1145/2635868.2661682,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Towards a theory of architectural styles.,Diego Marmsoler,823-825,3,https://doi.org/10.1145/2635868.2661683,
FSE,2014,conf/sigsoft/fse2014,Student Research Competition Posters,Software programmer management: a machine learning and human computer interaction framework for optimal task assignment.,Harry Raymond Joseph,826-828,3,https://doi.org/10.1145/2635868.2661684,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Methodology and culture: drivers of mediocrity in software engineering?,Marian Petre; Daniela E. Damian,829-832,4,https://doi.org/10.1145/2635868.2666607,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Known unknowns: testing in the presence of uncertainty.,Sebastian G. Elbaum; David S. Rosenblum,833-836,4,https://doi.org/10.1145/2635868.2666608,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Speculative reprogramming.,Marc Palyart; Gail C. Murphy; Emerson R. Murphy-Hill; Xavier Blanc,837-840,4,https://doi.org/10.1145/2635868.2666609,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,A variability perspective of mutation analysis.,Xavier Devroey; Gilles Perrouin; Maxime Cordy; Mike Papadakis; Axel Legay; Pierre-Yves Schobbens,841-844,4,https://doi.org/10.1145/2635868.2666610,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Mining micro-practices from operational data.,Minghui Zhou; Audris Mockus,845-848,4,https://doi.org/10.1145/2635868.2666611,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Achieving lightweight trustworthy traceability.,Jane Cleland-Huang; Mona Rahimi; Patrick Mäder,849-852,4,https://doi.org/10.1145/2635868.2666612,
FSE,2014,conf/sigsoft/fse2014,Visions and Challenges,Software maintenance like maintenance in other engineering disciplines.,Gustavo Villavicencio,853-856,4,https://doi.org/10.1145/2635868.2666613,
FSE,2015,conf/sigsoft/fse2015,Adaptive Systems,Proactive self-adaptation under uncertainty: a probabilistic model checking approach.,Gabriel A. Moreno; Javier Cámara; David Garlan; Bradley R. Schmerl,1-12,12,https://doi.org/10.1145/2786805.2786853,
FSE,2015,conf/sigsoft/fse2015,Adaptive Systems,Automated multi-objective control for self-adaptive software design.,Antonio Filieri; Henry Hoffmann; Martina Maggio,13-24,12,https://doi.org/10.1145/2786805.2786833,
FSE,2015,conf/sigsoft/fse2015,Adaptive Systems,Detecting event anomalies in event-based systems.,Gholamreza Safi; Arman Shahbazian; William G. J. Halfond; Nenad Medvidovic,25-37,13,https://doi.org/10.1145/2786805.2786836,
FSE,2015,conf/sigsoft/fse2015,Software Quality,Suggesting accurate method and class names.,Miltiadis Allamanis; Earl T. Barr; Christian Bird; Charles A. Sutton,38-49,12,https://doi.org/10.1145/2786805.2786849,
FSE,2015,conf/sigsoft/fse2015,Software Quality,Measure it? Manage it? Ignore it? software practitioners and technical debt.,Neil A. Ernst; Stephany Bellomo; Ipek Ozkaya; Robert L. Nord; Ian Gorton,50-60,11,https://doi.org/10.1145/2786805.2786848,
FSE,2015,conf/sigsoft/fse2015,Software Quality,Automatically computing path complexity of programs.,Lucas Bang; Abdulbaki Aydin; Tevfik Bultan,61-72,12,https://doi.org/10.1145/2786805.2786863,
FSE,2015,conf/sigsoft/fse2015,Synthesis and Search-Based Approaches for Reactive Systems,Systematic testing of asynchronous reactive systems.,Ankush Desai; Shaz Qadeer; Sanjit A. Seshia,73-83,11,https://doi.org/10.1145/2786805.2786861,
FSE,2015,conf/sigsoft/fse2015,Synthesis and Search-Based Approaches for Reactive Systems,Effective test suites for mixed discrete-continuous stateflow controllers.,Reza Matinnejad; Shiva Nejati; Lionel C. Briand; Thomas Bruckmann,84-95,12,https://doi.org/10.1145/2786805.2786818,
FSE,2015,conf/sigsoft/fse2015,Synthesis and Search-Based Approaches for Reactive Systems,GR(1) synthesis for LTL specification patterns.,Shahar Maoz; Jan Oliver Ringert,96-106,11,https://doi.org/10.1145/2786805.2786824,
FSE,2015,conf/sigsoft/fse2015,Testing I,Modeling readability to improve unit tests.,Ermira Daka; José Campos; Gordon Fraser; Jonathan Dorn; Westley Weimer,107-118,12,https://doi.org/10.1145/2786805.2786838,
FSE,2015,conf/sigsoft/fse2015,Testing I,Improving model-based test generation by model decomposition.,Paolo Arcaini; Angelo Gargantini; Elvinia Riccobene,119-130,12,https://doi.org/10.1145/2786805.2786837,
FSE,2015,conf/sigsoft/fse2015,Testing I,Synthesizing tests for detecting atomicity violations.,Malavika Samak; Murali Krishna Ramanathan,131-142,12,https://doi.org/10.1145/2786805.2786874,
FSE,2015,conf/sigsoft/fse2015,"Search-Based Approaches to Testing, Repair, and Energy Optimisation",Optimizing energy consumption of GUIs in Android apps: a multi-objective approach.,Mario Linares Vásquez; Gabriele Bavota; Carlos Eduardo Bernal-Cárdenas; Rocco Oliveto; Massimiliano Di Penta; Denys Poshyvanyk,143-154,12,https://doi.org/10.1145/2786805.2786847,
FSE,2015,conf/sigsoft/fse2015,"Search-Based Approaches to Testing, Repair, and Energy Optimisation",Generating TCP/UDP network data for automated unit test generation.,Andrea Arcuri; Gordon Fraser; Juan Pablo Galeotti,155-165,11,https://doi.org/10.1145/2786805.2786828,
FSE,2015,conf/sigsoft/fse2015,"Search-Based Approaches to Testing, Repair, and Energy Optimisation",Staged program repair with condition synthesis.,Fan Long; Martin Rinard,166-178,13,https://doi.org/10.1145/2786805.2786811,
FSE,2015,conf/sigsoft/fse2015,Empirical Studies of Software Developers I,"When, how, and why developers (do not) test in their IDEs.",Moritz Beller; Georgios Gousios; Annibale Panichella; Andy Zaidman,179-190,12,https://doi.org/10.1145/2786805.2786843,
FSE,2015,conf/sigsoft/fse2015,Empirical Studies of Software Developers I,How developers search for code: a case study.,Caitlin Sadowski; Kathryn T. Stolee; Sebastian G. Elbaum,191-201,11,https://doi.org/10.1145/2786805.2786855,
FSE,2015,conf/sigsoft/fse2015,Empirical Studies of Software Developers I,Tracing software developers' eyes and interactions for change tasks.,Katja Kevic; Braden M. Walters; Timothy R. Shaffer; Bonita Sharif; David C. Shepherd; Thomas Fritz,202-213,12,https://doi.org/10.1145/2786805.2786864,
FSE,2015,conf/sigsoft/fse2015,Testing II,Assertions are strongly correlated with test suite effectiveness.,Yucheng Zhang; Ali Mesbah,214-224,11,https://doi.org/10.1145/2786805.2786858,
FSE,2015,conf/sigsoft/fse2015,Testing II,Test report prioritization to assist crowdsourced testing.,Yang Feng; Zhenyu Chen; James A. Jones; Chunrong Fang; Baowen Xu,225-236,12,https://doi.org/10.1145/2786805.2786862,
FSE,2015,conf/sigsoft/fse2015,Testing II,Comparing and combining test-suite reduction and regression test selection.,August Shi; Tifany Yung; Alex Gyori; Darko Marinov,237-247,11,https://doi.org/10.1145/2786805.2786878,
FSE,2015,conf/sigsoft/fse2015,Security,Questions developers ask while diagnosing potential security vulnerabilities with static analysis.,Justin Smith; Brittany Johnson; Emerson R. Murphy-Hill; Bill Chu; Heather Richter Lipford,248-259,12,https://doi.org/10.1145/2786805.2786812,
FSE,2015,conf/sigsoft/fse2015,Security,Quantifying developers' adoption of security tools.,Jim Witschey; Olga A. Zielinska; Allaire K. Welk; Emerson R. Murphy-Hill; Christopher B. Mayhorn; Thomas Zimmermann,260-271,12,https://doi.org/10.1145/2786805.2786816,
FSE,2015,conf/sigsoft/fse2015,Security,Auto-patching DOM-based XSS at scale.,Inian Parameshwaran; Enrico Budianto; Shweta Shinde; Hung Dang; Atul Sadhu; Prateek Saxena,272-283,12,https://doi.org/10.1145/2786805.2786821,
FSE,2015,conf/sigsoft/fse2015,Configurable Systems,Performance-influence models for highly configurable systems.,Norbert Siegmund; Alexander Grebhahn; Sven Apel; Christian Kästner,284-294,11,https://doi.org/10.1145/2786805.2786845,
FSE,2015,conf/sigsoft/fse2015,Configurable Systems,Users beware: preference inconsistencies ahead.,Farnaz Behrang; Myra B. Cohen; Alessandro Orso,295-306,12,https://doi.org/10.1145/2786805.2786869,
FSE,2015,conf/sigsoft/fse2015,Configurable Systems,"Hey, you have given me too many knobs!: understanding and dealing with over-designed configuration in system software.",Tianyin Xu; Long Jin; Xuepeng Fan; Yuanyuan Zhou; Shankar Pasupathy; Rukma Talwadker,307-319,13,https://doi.org/10.1145/2786805.2786852,
FSE,2015,conf/sigsoft/fse2015,Debugging,Crowd debugging.,Fuxiang Chen; Sunghun Kim,320-332,13,https://doi.org/10.1145/2786805.2786819,
FSE,2015,conf/sigsoft/fse2015,Debugging,On the use of delta debugging to reduce recordings and facilitate debugging of web applications.,Mouna Hammoudi; Brian Burg; Gigon Bae; Gregg Rothermel,333-344,12,https://doi.org/10.1145/2786805.2786846,
FSE,2015,conf/sigsoft/fse2015,Debugging,MemInsight: platform-independent memory debugging for JavaScript.,Simon Holm Jensen; Manu Sridharan; Koushik Sen; Satish Chandra,345-356,12,https://doi.org/10.1145/2786805.2786860,
FSE,2015,conf/sigsoft/fse2015,Web Applications,JITProf: pinpointing JIT-unfriendly JavaScript code.,Liang Gong; Michael Pradel; Koushik Sen,357-368,12,https://doi.org/10.1145/2786805.2786831,
FSE,2015,conf/sigsoft/fse2015,Web Applications,Cross-language program slicing for dynamic web applications.,Hung Viet Nguyen; Christian Kästner; Tien N. Nguyen,369-380,12,https://doi.org/10.1145/2786805.2786872,
FSE,2015,conf/sigsoft/fse2015,Web Applications,Detecting JavaScript races that matter.,Erdal Mutlu; Serdar Tasiran; Benjamin Livshits,381-392,12,https://doi.org/10.1145/2786805.2786820,
FSE,2015,conf/sigsoft/fse2015,Studies of Software Engineering Research and Practice,The making of cloud applications: an empirical study on software development for the cloud.,Jürgen Cito; Philipp Leitner; Thomas Fritz; Harald C. Gall,393-403,11,https://doi.org/10.1145/2786805.2786826,
FSE,2015,conf/sigsoft/fse2015,Studies of Software Engineering Research and Practice,An empirical study of goto in C code from GitHub repositories.,Meiyappan Nagappan; Romain Robbes; Yasutaka Kamei; Éric Tanter; Shane McIntosh; Audris Mockus; Ahmed E. Hassan,404-414,11,https://doi.org/10.1145/2786805.2786834,
FSE,2015,conf/sigsoft/fse2015,Studies of Software Engineering Research and Practice,How practitioners perceive the relevance of software engineering research.,David Lo; Nachiappan Nagappan; Thomas Zimmermann,415-425,11,https://doi.org/10.1145/2786805.2786809,
FSE,2015,conf/sigsoft/fse2015,Concurrency,What change history tells us about thread synchronization.,Rui Gu; Guoliang Jin; Linhai Song; Linjie Zhu; Shan Lu,426-438,13,https://doi.org/10.1145/2786805.2786815,
FSE,2015,conf/sigsoft/fse2015,Concurrency,Finding schedule-sensitive branches.,Jeff Huang; Lawrence Rauchwerger,439-449,11,https://doi.org/10.1145/2786805.2786840,
FSE,2015,conf/sigsoft/fse2015,Concurrency,Effective and precise dynamic detection of hidden races for Java programs.,Yan Cai; Lingwei Cao,450-461,12,https://doi.org/10.1145/2786805.2786839,
FSE,2015,conf/sigsoft/fse2015,Program Analysis I,A user-guided approach to program analysis.,Ravi Mangal; Xin Zhang; Aditya V. Nori; Mayur Naik,462-473,12,https://doi.org/10.1145/2786805.2786851,
FSE,2015,conf/sigsoft/fse2015,Program Analysis I,Hidden truths in dead software paths.,Michael Eichberg; Ben Hermann; Mira Mezini; Leonid Glanz,474-484,11,https://doi.org/10.1145/2786805.2786865,
FSE,2015,conf/sigsoft/fse2015,Program Analysis I,P3: partitioned path profiling.,Mohammed Afraz; Diptikalyan Saha; Aditya Kanade,485-495,11,https://doi.org/10.1145/2786805.2786868,
FSE,2015,conf/sigsoft/fse2015,Prediction and Recommendation,Heterogeneous cross-company defect prediction by unified metric representation and CCA-based transfer learning.,Xiao-Yuan Jing; Fei Wu; Xiwei Dong; Fumin Qi; Baowen Xu,496-507,12,https://doi.org/10.1145/2786805.2786813,
FSE,2015,conf/sigsoft/fse2015,Prediction and Recommendation,Heterogeneous defect prediction.,Jaechang Nam; Sunghun Kim,508-519,12,https://doi.org/10.1145/2786805.2786814,
FSE,2015,conf/sigsoft/fse2015,Prediction and Recommendation,Clone-based and interactive recommendation for modifying pasted code.,Yun Lin; Xin Peng; Zhenchang Xing; Diwen Zheng; Wenyun Zhao,520-531,12,https://doi.org/10.1145/2786805.2786871,
FSE,2015,conf/sigsoft/fse2015,Program Repair,Is the cure worse than the disease? overfitting in automated program repair.,Edward K. Smith; Earl T. Barr; Claire Le Goues; Yuriy Brun,532-543,12,https://doi.org/10.1145/2786805.2786825,
FSE,2015,conf/sigsoft/fse2015,Program Repair,Responsive designs in a snap.,Nishant Sinha; Rezwana Karim,544-554,11,https://doi.org/10.1145/2786805.2786808,
FSE,2015,conf/sigsoft/fse2015,Program Repair,CLOTHO: saving programs from malformed strings and incorrect string-handling.,Aritra Dhar; Rahul Purandare; Mohan Dhawan; Suresh Rangaswamy,555-566,12,https://doi.org/10.1145/2786805.2786877,
FSE,2015,conf/sigsoft/fse2015,Information Retrieval,Query-based configuration of text retrieval solutions for software engineering tasks.,Laura Moreno; Gabriele Bavota; Sonia Haiduc; Massimiliano Di Penta; Rocco Oliveto; Barbara Russo; Andrian Marcus,567-578,12,https://doi.org/10.1145/2786805.2786859,
FSE,2015,conf/sigsoft/fse2015,Information Retrieval,Information retrieval and spectrum based bug localization: better together.,Tien-Duy B. Le; Richard Jayadi Oentaryo; David Lo,579-590,12,https://doi.org/10.1145/2786805.2786880,
FSE,2015,conf/sigsoft/fse2015,Information Retrieval,Rule-based extraction of goal-use case models from text.,Tuong Huan Nguyen; John C. Grundy; Mohamed Almorsy,591-601,11,https://doi.org/10.1145/2786805.2786876,
FSE,2015,conf/sigsoft/fse2015,Program Analysis II,Symbolic execution of programs with heap inputs.,Pietro Braione; Giovanni Denaro; Mauro Pezzè,602-613,12,https://doi.org/10.1145/2786805.2786842,
FSE,2015,conf/sigsoft/fse2015,Program Analysis II,Automatically deriving pointer reference expressions from binary code for memory dump analysis.,Yangchun Fu; Zhiqiang Lin; David Brumley,614-624,11,https://doi.org/10.1145/2786805.2786810,
FSE,2015,conf/sigsoft/fse2015,Measurement and Metric,Summarizing and measuring development activity.,Christoph Treude; Fernando Marques Figueira Filho; Uirá Kulesza,625-636,12,https://doi.org/10.1145/2786805.2786827,
FSE,2015,conf/sigsoft/fse2015,Measurement and Metric,A method to identify and correct problematic software activity data: exploiting capacity constraints and data redundancies.,Qimu Zheng; Audris Mockus; Minghui Zhou,637-648,12,https://doi.org/10.1145/2786805.2786866,
FSE,2015,conf/sigsoft/fse2015,Patterns and Coding Convention,Gamification for enforcing coding conventions.,Christian R. Prause; Matthias Jarke,649-660,12,https://doi.org/10.1145/2786805.2786806,
